OBJECTID,AQI,Category,ResponsiblePollutant,PollenCount,PollenType,PollenDescription,ReportDateTime
2079,61,Moderate,Ozone 8-hr,4,Grass, Poplar,2024/06/19 05:00:00+00
2080,56,Moderate,PM2.5,3,Grass, Poplar,2024/06/18 05:00:00+00
2081,67,Moderate,Ozone 8-hr,3,Grass, Poplar,2024/06/17 05:00:00+00
2082,67,Moderate,Ozone 8-hr,4,Grass, Poplar,2024/06/16 05:00:00+00
2083,100,Moderate,Ozone 8-hr,4,Grass, Poplar,2024/06/15 05:00:00+00
2084,101,Unhealthy for Sensitive Groups,Ozone 8-hr,4,Grass, Poplar,2024/06/14 05:00:00+00
2085,105,Unhealthy for Sensitive Groups,Ozone 8-hr,4,Grass, Juniper,2024/06/13 05:00:00+00
2086,84,Moderate,Ozone 8-hr,4,Grass, Juniper,2024/06/12 05:00:00+00
2087,51,Moderate,Ozone 8-hr,4,Grass, Juniper,2024/06/11 05:00:00+00
2088,47,Good,PM2.5,4,Grass, Juniper,2024/06/10 05:00:00+00
2089,50,Good,PM2.5,1,Grass, Juniper,2024/06/09 05:00:00+00
2090,49,Good,Ozone 8-hr,5,Grass, Juniper,2024/06/08 05:00:00+00
2091,50,Good,Ozone 8-hr,5,Grass, Juniper,2024/06/07 05:00:00+00
2092,44,Good,PM2.5,5,Grass, Maple,2024/06/06 05:00:00+00
2093,47,Good,PM2.5,0,Grass, Maple,2024/06/05 05:00:00+00
2094,47,Good,PM2.5,1,Grass, Maple,2024/06/04 05:00:00+00
2095,50,Good,PM2.5,6,Grass, Maple,2024/06/03 05:00:00+00
2096,49,Good,PM2.5,5,Grass, Maple,2024/06/02 05:00:00+00
2097,51,Moderate,PM2.5,0,Grass, Maple,2024/06/01 05:00:00+00
2098,51,Moderate,Ozone 8-hr,6,Grass, Maple,2024/05/31 05:00:00+00
2099,54,Moderate,Ozone 8-hr,6,Grass, Juniper,2024/05/30 05:00:00+00
2100,50,Good,PM2.5,6,Grass, Juniper,2024/05/29 05:00:00+00
2101,50,Good,PM2.5,7,Grass, Juniper,2024/05/28 05:00:00+00
2102,50,Good,PM2.5,1,Grass, Juniper,2024/05/27 05:00:00+00
2103,53,Moderate,PM2.5,7,Grass, Juniper,2024/05/26 05:00:00+00
2104,50,Good,PM2.5,2,Grass, Juniper,2024/05/25 05:00:00+00
2105,50,Good,PM2.5,0,Grass, Juniper,2024/05/24 05:00:00+00
2106,50,Good,PM2.5,0,Grass, Maple,2024/05/23 05:00:00+00
2107,53,Moderate,PM2.5,3,Grass, Maple,2024/05/22 05:00:00+00
2108,84,Moderate,Ozone 8-hr,7,Grass, Maple,2024/05/21 05:00:00+00
2109,51,Moderate,Ozone 8-hr,7,Grass, Maple,2024/05/20 05:00:00+00
2110,50,Good,PM2.5,7,Grass, Maple,2024/05/19 05:00:00+00
2111,50,Good,PM2.5,5,Grass, Maple,2024/05/18 05:00:00+00
2112,50,Good,PM2.5,4,Grass, Maple,2024/05/17 05:00:00+00
2113,50,Good,PM2.5,7,Hickory, Sweet Gum,2024/05/16 05:00:00+00
2114,51,Moderate,PM2.5,4,Hickory, Sweet Gum,2024/05/15 05:00:00+00
2115,47,Good,PM2.5,0,Hickory, Sweet Gum,2024/05/14 05:00:00+00
2116,53,Moderate,PM2.5,6,Hickory, Sweet Gum,2024/05/13 05:00:00+00
2117,52,Moderate,PM2.5,8,Hickory, Sweet Gum,2024/05/12 05:00:00+00
2118,52,Moderate,PM2.5,8,Hickory, Sweet Gum,2024/05/11 05:00:00+00
2119,51,Moderate,PM2.5,8,Hickory, Sweet Gum,2024/05/10 05:00:00+00
2120,50,Good,PM2.5,2,Maple, Mulberry,2024/05/09 05:00:00+00
2121,52,Moderate,PM2.5,6,Maple, Mulberry,2024/05/08 05:00:00+00
2122,50,Good,PM2.5,8,Maple, Mulberry,2024/05/07 05:00:00+00
2123,50,Good,PM2.5,5,Maple, Mulberry,2024/05/06 05:00:00+00
2124,44,Good,PM2.5,7,Maple, Mulberry,2024/05/05 05:00:00+00
2125,49,Good,PM2.5,5,Maple, Mulberry,2024/05/04 05:00:00+00
2126,50,Good,PM2.5,3,Maple, Mulberry,2024/05/03 05:00:00+00
2127,100,Moderate,Ozone 8-hr,9,Birch, Maple,2024/05/02 05:00:00+00
2128,58,Moderate,Ozone 8-hr,8,Birch, Maple,2024/05/01 05:00:00+00
2129,50,Good,Ozone 8-hr,0,Birch, Maple,2024/04/30 05:00:00+00
2130,48,Good,Ozone 8-hr,7,Birch, Maple,2024/04/29 05:00:00+00
2131,48,Good,Ozone 8-hr,9,Birch, Maple,2024/04/28 05:00:00+00
2132,50,Good,PM2.5,9,Birch, Maple,2024/04/27 05:00:00+00
2133,50,Good,Ozone 8-hr,8,Birch, Maple,2024/04/26 05:00:00+00
2134,50,Good,Ozone 8-hr,8,Juniper, Maple,2024/04/25 05:00:00+00
2135,48,Good,Ozone 8-hr,8,Juniper, Maple,2024/04/24 05:00:00+00
2136,50,Good,Ozone 8-hr,9,Juniper, Maple,2024/04/23 05:00:00+00
2137,44,Good,Ozone 8-hr,8,Juniper, Maple,2024/04/22 05:00:00+00
2138,44,Good,Ozone 8-hr,8,Juniper, Maple,2024/04/21 05:00:00+00
2139,44,Good,Ozone 8-hr,9,Juniper, Maple,2024/04/20 05:00:00+00
2140,49,Good,Ozone 8-hr,3,Juniper, Maple,2024/04/19 05:00:00+00
2141,51,Moderate,PM2.5,10,Birch, Mulberry,2024/04/18 05:00:00+00
2142,51,Moderate,PM2.5,9,Birch, Mulberry,2024/04/17 05:00:00+00
2143,54,Moderate,Ozone 8-hr,11,Birch, Mulberry,2024/04/16 05:00:00+00
2144,54,Moderate,Ozone 8-hr,10,Birch, Mulberry,2024/04/15 05:00:00+00
2145,50,Good,PM2.5,11,Birch, Mulberry,2024/04/14 05:00:00+00
2146,46,Good,PM2.5,10,Birch, Mulberry,2024/04/13 05:00:00+00
2147,46,Good,Ozone 1-hr,10,Birch, Mulberry,2024/04/12 05:00:00+00
2148,46,Good,PM2.5,2,Juniper, Maple,2024/04/11 05:00:00+00
2149,46,Good,Ozone 8-hr,4,Juniper, Maple,2024/04/10 05:00:00+00
2150,50,Good,PM2.5,1,Juniper, Maple,2024/04/09 05:00:00+00
2151,50,Good,PM2.5,8,Juniper, Maple,2024/04/08 05:00:00+00
2152,50,Good,Ozone 8-hr,10,Juniper, Maple,2024/04/07 05:00:00+00
2153,44,Good,Ozone 8-hr,9,Juniper, Maple,2024/04/06 05:00:00+00
2154,45,Good,Ozone 8-hr,10,Elm, Juniper,2024/04/05 05:00:00+00
2155,44,Good,Ozone 8-hr,7,Elm, Juniper,2024/04/04 05:00:00+00
2156,43,Good,Ozone 8-hr,9,Elm, Juniper,2024/04/03 05:00:00+00
2157,48,Good,PM2.5,5,Elm, Juniper,2024/04/02 05:00:00+00
2158,50,Good,PM2.5,11,Elm, Juniper,2024/04/01 05:00:00+00
2159,51,Moderate,Ozone 8-hr,11,Elm, Juniper,2024/03/31 05:00:00+00
2160,50,Good,Ozone 8-hr,11,Elm, Juniper,2024/03/30 05:00:00+00
2161,46,Good,PM2.5,10,Elm, Juniper,2024/03/29 05:00:00+00
2162,46,Good,PM2.5,9,Juniper, Maple,2024/03/28 05:00:00+00
2163,50,Good,PM2.5,9,Juniper, Maple,2024/03/27 05:00:00+00
2164,50,Good,PM2.5,3,Juniper, Maple,2024/03/26 05:00:00+00
2165,50,Good,Ozone 8-hr,11,Juniper, Maple,2024/03/25 05:00:00+00
2166,49,Good,Ozone 8-hr,10,Juniper, Maple,2024/03/24 05:00:00+00
2167,47,Good,Ozone 8-hr,8,Juniper, Maple,2024/03/23 05:00:00+00
2168,46,Good,PM2.5,8,Juniper, Maple,2024/03/22 05:00:00+00
2169,50,Good,PM2.5,10,Juniper, Maple,2024/03/21 05:00:00+00
2170,50,Good,PM2.5,9,Juniper, Maple,2024/03/20 05:00:00+00
2171,44,Good,Ozone 8-hr,9,Juniper, Maple,2024/03/19 05:00:00+00
2172,42,Good,Ozone 8-hr,9,Juniper, Maple,2024/03/18 05:00:00+00
2173,48,Good,Ozone 8-hr,9,Juniper, Maple,2024/03/17 05:00:00+00
2174,45,Good,Ozone 8-hr,9,Juniper, Maple,2024/03/16 05:00:00+00
2175,50,Good,PM2.5,2,Juniper, Maple,2024/03/15 05:00:00+00
2176,51,Moderate,PM2.5,10,Alder, Juniper,2024/03/14 05:00:00+00
2177,51,Moderate,PM2.5,10,Alder, Juniper,2024/03/13 05:00:00+00
2178,51,Moderate,PM2.5,10,Alder, Juniper,2024/03/13 05:00:00+00
2179,46,Good,PM2.5,9,Alder, Juniper,2024/03/12 05:00:00+00
2180,46,Good,PM2.5,9,Alder, Juniper,2024/03/12 05:00:00+00
2181,42,Good,PM2.5,8,Alder, Juniper,2024/03/11 05:00:00+00
2182,44,Good,PM2.5,9,Alder, Juniper,2024/03/10 06:00:00+00
2183,44,Good,PM2.5,3,Alder, Juniper,2024/03/09 06:00:00+00
2184,46,Good,PM2.5,8,Alder, Juniper,2024/03/08 06:00:00+00
2185,46,Good,PM2.5,8,Alder, Juniper,2024/03/08 06:00:00+00
2186,50,Good,PM2.5,8,Alder, Juniper,2024/03/07 06:00:00+00
2187,46,Good,PM2.5,7,Alder, Juniper,2024/03/06 06:00:00+00
2188,50,Good,PM2.5,6,Alder, Juniper,2024/03/05 06:00:00+00
2189,53,Moderate,PM2.5,8,Alder, Juniper,2024/03/04 06:00:00+00
2190,50,Good,PM2.5,8,Alder, Juniper,2024/03/03 06:00:00+00
2191,42,Good,PM2.5,6,Alder, Juniper,2024/03/02 06:00:00+00
2192,38,Good,PM2.5,1,Alder, Juniper,2024/03/01 06:00:00+00
2193,48,Good,PM2.5,,,Not on file,2024/02/29 06:00:00+00
2194,46,Good,PM2.5,,,Not on file,2024/02/28 06:00:00+00
2195,51,Moderate,PM2.5,,,Not on file,2024/02/27 06:00:00+00
2196,50,Good,PM2.5,,,Not on file,2024/02/26 06:00:00+00
2197,42,Good,PM2.5,,,Not on file,2024/02/25 06:00:00+00
2198,35,Good,PM2.5,,,Not on file,2024/02/24 06:00:00+00
2199,44,Good,PM2.5,,,Not on file,2024/02/23 06:00:00+00
2200,50,Good,PM2.5,,,Not on file,2024/02/22 06:00:00+00
2201,51,Moderate,PM2.5,,,Not on file,2024/02/21 06:00:00+00
2202,51,Moderate,PM2.5,,,Not on file,2024/02/20 06:00:00+00
2203,38,Good,PM2.5,,,Not on file,2024/02/19 06:00:00+00
2204,33,Good,PM2.5,,,Not on file,2024/02/18 06:00:00+00
2205,33,Good,PM2.5,,,Not on file,2024/02/17 06:00:00+00
2206,42,Good,PM2.5,,,Not on file,2024/02/16 06:00:00+00
2207,50,Good,PM2.5,,,Not on file,2024/02/15 06:00:00+00
2208,50,Good,PM2.5,,,Not on file,2024/02/14 06:00:00+00
2209,46,Good,PM2.5,,,Not on file,2024/02/13 06:00:00+00
2210,35,Good,PM2.5,,,Not on file,2024/02/12 06:00:00+00
2211,35,Good,PM2.5,,,Not on file,2024/02/11 06:00:00+00
2212,50,Good,PM2.5,,,Not on file,2024/02/10 06:00:00+00
2213,51,Moderate,PM2.5,,,Not on file,2024/02/09 06:00:00+00
2214,51,Moderate,PM2.5,,,Not on file,2024/02/08 06:00:00+00
2215,50,Good,PM2.5,,,Not on file,2024/02/07 06:00:00+00
2216,42,Good,PM2.5,,,Not on file,2024/02/06 06:00:00+00
2217,50,Good,PM2.5,,,Not on file,2024/02/05 06:00:00+00
2218,51,Moderate,PM2.5,,,Not on file,2024/02/04 06:00:00+00
2219,50,Good,PM2.5,,,Not on file,2024/02/03 06:00:00+00
2220,52,Moderate,PM2.5,,,Not on file,2024/02/02 06:00:00+00
2221,50,Good,PM2.5,,,Not on file,2024/02/01 06:00:00+00
2222,46,Good,PM2.5,,,Not on file,2024/01/31 06:00:00+00
2223,33,Good,PM2.5,,,Not on file,2024/01/30 06:00:00+00
2224,33,Good,PM2.5,,,Not on file,2024/01/29 06:00:00+00
2225,37,Good,PM2.5,,,Not on file,2024/01/28 06:00:00+00
2226,38,Good,PM2.5,,,Not on file,2024/01/27 06:00:00+00
2227,38,Good,PM2.5,,,Not on file,2024/01/26 06:00:00+00
2228,42,Good,PM2.5,,,Not on file,2024/01/25 06:00:00+00
2229,46,Good,PM2.5,,,Not on file,2024/01/24 06:00:00+00
2230,48,Good,PM2.5,,,Not on file,2024/01/23 06:00:00+00
2231,42,Good,PM2.5,,,Not on file,2024/01/22 06:00:00+00
2232,42,Good,PM2.5,,,Not on file,2024/01/21 06:00:00+00
2233,46,Good,PM2.5,,,Not on file,2024/01/20 06:00:00+00
2234,46,Good,PM2.5,,,Not on file,2024/01/19 06:00:00+00
2235,50,Good,PM2.5,,,Not on file,2024/01/18 06:00:00+00
2236,48,Good,PM2.5,,,Not on file,2024/01/17 06:00:00+00
2237,31,Good,PM2.5,,,Not on file,2024/01/16 06:00:00+00
2238,29,Good,PM2.5,,,Not on file,2024/01/15 06:00:00+00
2239,31,Good,PM2.5,,,Not on file,2024/01/14 06:00:00+00
2240,40,Good,PM2.5,,,Not on file,2024/01/13 06:00:00+00
2241,33,Good,PM2.5,,,Not on file,2024/01/12 06:00:00+00
2242,38,Good,PM2.5,,,Not on file,2024/01/11 06:00:00+00
2243,38,Good,PM2.5,,,Not on file,2024/01/10 06:00:00+00
2244,38,Good,PM2.5,,,Not on file,2024/01/09 06:00:00+00
2245,42,Good,PM2.5,,,Not on file,2024/01/08 06:00:00+00
2246,49,Good,PM2.5,,,Not on file,2024/01/07 06:00:00+00
2247,46,Good,PM2.5,,,Not on file,2024/01/06 06:00:00+00
2248,50,Good,PM2.5,,,Not on file,2024/01/05 06:00:00+00
2249,61,Moderate,PM2.5,,,Not on file,2024/01/04 06:00:00+00
2250,50,Good,PM2.5,,,Not on file,2024/01/03 06:00:00+00
2251,38,Good,PM2.5,,,Not on file,2024/01/02 06:00:00+00
2252,38,Good,PM2.5,,,Not on file,2024/01/01 06:00:00+00
2253,38,Good,PM2.5,,,Not on file,2023/12/31 06:00:00+00
2254,35,Good,PM2.5,,,Not on file,2023/12/30 06:00:00+00
2255,38,Good,PM2.5,,,Not on file,2023/12/29 06:00:00+00
2256,40,Good,PM2.5,,,Not on file,2023/12/28 06:00:00+00
2257,35,Good,PM2.5,,,Not on file,2023/12/27 06:00:00+00
2258,33,Good,PM2.5,,,Not on file,2023/12/26 06:00:00+00
2259,50,Good,PM2.5,,,Not on file,2023/12/25 06:00:00+00
2260,51,Moderate,PM2.5,,,Not on file,2023/12/24 06:00:00+00
2261,63,Moderate,PM2.5,,,Not on file,2023/12/23 06:00:00+00
2262,57,Moderate,PM2.5,,,Not on file,2023/12/22 06:00:00+00
2263,46,Good,PM2.5,,,Not on file,2023/12/21 06:00:00+00
2264,33,Good,PM2.5,,,Not on file,2023/12/20 06:00:00+00
2265,31,Good,PM2.5,,,Not on file,2023/12/19 06:00:00+00
2266,31,Good,PM2.5,,,Not on file,2023/12/18 06:00:00+00
2267,31,Good,PM2.5,,,Not on file,2023/12/17 06:00:00+00
2268,50,Good,PM2.5,,,Not on file,2023/12/16 06:00:00+00
2269,50,Good,PM2.5,,,Not on file,2023/12/15 06:00:00+00
2270,52,Moderate,PM2.5,,,Not on file,2023/12/14 06:00:00+00
2271,48,Good,PM2.5,,,Not on file,2023/12/13 06:00:00+00
2272,35,Good,PM2.5,0,Ragweed,Slight,2023/12/12 06:00:00+00
2273,29,Good,PM2.5,0,Ragweed,Slight,2023/12/11 06:00:00+00
2274,30,Good,PM2.5,0,Ragweed,Slight,2023/12/10 06:00:00+00
2275,50,Good,PM2.5,0,Ragweed,Slight,2023/12/09 06:00:00+00
2276,50,Good,PM2.5,1,Ragweed,Slight,2023/12/08 06:00:00+00
2277,41,Good,PM2.5,0,Ragweed,Slight,2023/12/07 06:00:00+00
2278,41,Good,PM2.5,0,Ragweed,Slight,2023/12/07 06:00:00+00
2279,28,Good,PM2.5,0,Ragweed,Slight,2023/12/06 06:00:00+00
2280,43,Good,PM2.5,0,Ragweed,Slight,2023/12/05 06:00:00+00
2281,38,Good,PM2.5,0,Ragweed,Slight,2023/12/04 06:00:00+00
2282,42,Good,PM2.5,0,Ragweed,Slight,2023/12/03 06:00:00+00
2283,50,Good,PM2.5,0,Ragweed,Slight,2023/12/02 06:00:00+00
2284,51,Moderate,PM2.5,0,Ragweed,Slight,2023/12/01 06:00:00+00
2285,51,Moderate,PM2.5,1,Ragweed,Slight,2023/11/30 06:00:00+00
2286,41,Good,PM2.5,0,Ragweed,Slight,2023/11/29 06:00:00+00
2287,41,Good,PM2.5,0,Ragweed,Slight,2023/11/28 06:00:00+00
2288,46,Good,PM2.5,0,Ragweed,Slight,2023/11/27 06:00:00+00
2289,51,Moderate,PM2.5,0,Ragweed,Slight,2023/11/26 06:00:00+00
2290,49,Good,PM2.5,0,Ragweed,Slight,2023/11/25 06:00:00+00
2291,46,Good,PM2.5,0,Ragweed,Slight,2023/11/24 06:00:00+00
2292,38,Good,PM2.5,0,Ragweed,Slight,2023/11/23 06:00:00+00
2293,33,Good,PM2.5,0,Ragweed,Slight,2023/11/22 06:00:00+00
2294,31,Good,PM2.5,0,Ragweed,Slight,2023/11/21 06:00:00+00
2295,33,Good,PM2.5,1,Ragweed,Slight,2023/11/20 06:00:00+00
2296,38,Good,PM2.5,0,Ragweed,Slight,2023/11/19 06:00:00+00
2297,35,Good,PM2.5,1,Ragweed,Slight,2023/11/18 06:00:00+00
2298,46,Good,PM2.5,0,Ragweed,Slight,2023/11/17 06:00:00+00
2299,40,Good,PM2.5,1,Ragweed,Slight,2023/11/16 06:00:00+00
2300,41,Good,PM2.5,1,Ragweed,Slight,2023/11/15 06:00:00+00
2301,51,Moderate,PM2.5,1,Ragweed,Slight,2023/11/14 06:00:00+00
2302,40,Good,PM2.5,0,Ragweed,Slight,2023/11/13 06:00:00+00
2303,37,Good,Ozone 8-hr,0,Ragweed,Slight,2023/11/12 06:00:00+00
2304,37,Good,Ozone 8-hr,0,Ragweed,Slight,2023/11/11 06:00:00+00
2305,37,Good,Ozone 8-hr,0,Ragweed,Slight,2023/11/10 06:00:00+00
2306,50,Good,PM2.5,0,Ragweed,Slight,2023/11/09 06:00:00+00
2307,50,Good,PM2.5,2,Ragweed,Slight,2023/11/08 06:00:00+00
2308,51,Moderate,PM2.5,2,Ragweed,Slight,2023/11/07 06:00:00+00
2309,57,Moderate,PM2.5,1,Ragweed,Slight,2023/11/06 06:00:00+00
2310,51,Moderate,PM2.5,1,Ragweed,Slight,2023/11/05 05:00:00+00
2311,48,Good,PM2.5,1,Ragweed,Slight,2023/11/04 05:00:00+00
2312,48,Good,PM2.5,0,Ragweed,Slight,2023/11/03 05:00:00+00
2313,37,Good,Ozone 8-hr,0,Ragweed,Slight,2023/11/02 05:00:00+00
2314,37,Good,Ozone 8-hr,0,Ragweed,Slight,2023/11/01 05:00:00+00
2315,37,Good,Ozone 8-hr,0,Ragweed,Slight,2023/10/31 05:00:00+00
2316,38,Good,PM2.5,0,Ragweed,Slight,2023/10/30 05:00:00+00
2317,38,Good,PM2.5,0,Ragweed,Slight,2023/10/29 05:00:00+00
2318,38,Good,PM2.5,1,Ragweed,Slight,2023/10/28 05:00:00+00
2319,46,Good,PM2.5,2,Ragweed,Slight,2023/10/27 05:00:00+00
2320,48,Good,PM2.5,3,Ragweed,Slight,2023/10/26 05:00:00+00
2321,49,Good,PM2.5,2,Ragweed,Slight,2023/10/25 05:00:00+00
2322,46,Good,Ozone 8-hr,3,Ragweed,Slight,2023/10/24 05:00:00+00
2323,46,Good,Ozone 8-hr,2,Ragweed,Slight,2023/10/23 05:00:00+00
2324,44,Good,Ozone 8-hr,2,Ragweed,Slight,2023/10/22 05:00:00+00
2325,44,Good,Ozone 8-hr,2,Ragweed,Slight,2023/10/22 05:00:00+00
2326,42,Good,Ozone 8-hr,3,Ragweed,Slight,2023/10/21 05:00:00+00
2327,42,Good,Ozone 8-hr,2,Ragweed,Slight,2023/10/20 05:00:00+00
2328,50,Good,PM2.5,3,Ragweed,Slight,2023/10/19 05:00:00+00
2329,45,Good,PM2.5,3,Ragweed,Slight,2023/10/18 05:00:00+00
2330,39,Good,Ozone 8-hr,2,Ragweed,Slight,2023/10/17 05:00:00+00
2331,35,Good,Ozone 8-hr,2,Ragweed,Slight,2023/10/16 05:00:00+00
2332,35,Good,PM2.5,1,Ragweed,Slight,2023/10/15 05:00:00+00
2333,46,Good,PM2.5,2,Ragweed,Slight,2023/10/14 05:00:00+00
2334,45,Good,PM2.5,3,Ragweed,Slight,2023/10/13 05:00:00+00
2335,51,Moderate,PM2.5,4,Elm, Grass,2023/10/12 05:00:00+00
2336,45,Good,PM2.5,3,Elm, Grass,2023/10/11 05:00:00+00
2337,45,Good,PM2.5,3,Elm, Grass,2023/10/10 05:00:00+00
2338,41,Good,Ozone 8-hr,4,Elm, Grass,2023/10/09 05:00:00+00
2339,40,Good,Ozone 8-hr,3,Elm, Grass,2023/10/08 05:00:00+00
2340,42,Good,Ozone 8-hr,4,Elm, Grass,2023/10/07 05:00:00+00
2341,50,Good,PM2.5,2,Elm, Grass,2023/10/06 05:00:00+00
2342,51,Moderate,PM2.5,5,Elm, Grass,2023/10/05 05:00:00+00
2343,51,Moderate,PM2.5,6,Elm, Grass,2023/10/04 05:00:00+00
2344,51,Moderate,Ozone 8-hr,6,Elm, Grass,2023/10/03 05:00:00+00
2345,50,Good,Ozone 8-hr,6,Elm, Grass,2023/10/02 05:00:00+00
2346,51,Moderate,Ozone 8-hr,6,Elm, Grass,2023/10/01 05:00:00+00
2347,50,Good,Ozone 8-hr,6,Elm, Grass,2023/09/30 05:00:00+00
2348,50,Good,Ozone 8-hr,6,Elm, Grass,2023/09/29 05:00:00+00
2349,50,Good,Ozone 8-hr,6,Elm, Grass,2023/09/28 05:00:00+00
2350,50,Good,Ozone 8-hr,7,Elm, Grass,2023/09/27 05:00:00+00
2351,50,Good,Ozone 8-hr,7,Elm, Grass,2023/09/26 05:00:00+00
2352,50,Good,PM2.5,7,Elm, Grass,2023/09/25 05:00:00+00
2353,51,Moderate,Ozone 8-hr,7,Elm, Grass,2023/09/24 05:00:00+00
2354,51,Moderate,Ozone 8-hr,8,Elm, Grass,2023/09/23 05:00:00+00
2355,54,Moderate,PM2.5,8,Elm, Grass,2023/09/22 05:00:00+00
2356,51,Moderate,PM2.5,8,Grass, Ragweed,2023/09/21 05:00:00+00
2357,51,Moderate,PM2.5,8,Grass, Ragweed,2023/09/21 05:00:00+00
2358,51,Moderate,PM2.5,8,Grass, Ragweed,2023/09/20 05:00:00+00
2359,50,Good,PM2.5,8,Grass, Ragweed,2023/09/19 05:00:00+00
2360,50,Good,PM2.5,8,Grass, Ragweed,2023/09/18 05:00:00+00
2361,50,Good,PM2.5,8,Grass, Ragweed,2023/09/17 05:00:00+00
2362,50,Good,PM2.5,6,Grass, Ragweed,2023/09/16 05:00:00+00
2363,50,Good,PM2.5,9,Grass, Ragweed,2023/09/15 05:00:00+00
2364,50,Good,PM2.5,9,Grass, Ragweed,2023/09/14 05:00:00+00
2365,50,Good,PM2.5,9,Grass, Ragweed,2023/09/13 05:00:00+00
2366,50,Good,PM2.5,8,Grass, Ragweed,2023/09/12 05:00:00+00
2367,46,Good,PM2.5,10,Grass, Ragweed,2023/09/11 05:00:00+00
2368,41,Good,Ozone 8-hr,9,Grass, Ragweed,2023/09/10 05:00:00+00
2369,50,Good,PM2.5,10,Grass, Ragweed,2023/09/09 05:00:00+00
2370,57,Moderate,PM2.5,10,Grass, Ragweed,2023/09/08 05:00:00+00
2371,51,Moderate,PM2.5,10,Grass, Ragweed,2023/09/07 05:00:00+00
2372,44,Good,Ozone 8-hr,2,Grass, Ragweed,2023/09/06 05:00:00+00
2373,51,Moderate,Ozone 8-hr,11,Grass, Ragweed,2023/09/05 05:00:00+00
2374,93,Moderate,Ozone 8-hr,11,Grass, Ragweed,2023/09/04 05:00:00+00
2375,51,Moderate,Ozone 8-hr,11,Grass, Ragweed,2023/09/03 05:00:00+00
2376,51,Moderate,Ozone 8-hr,11,Grass, Ragweed,2023/09/02 05:00:00+00
2377,51,Moderate,Ozone 8-hr,10,Grass, Ragweed,2023/09/01 05:00:00+00
2378,51,Moderate,Ozone 8-hr,10,Grass, Ragweed,2023/08/31 05:00:00+00
2379,50,Good,PM2.5,11,Grass, Ragweed,2023/08/30 05:00:00+00
2380,46,Good,PM2.5,9,Grass, Ragweed,2023/08/29 05:00:00+00
2381,44,Good,Ozone 8-hr,9,Grass, Ragweed,2023/08/28 05:00:00+00
2382,50,Good,PM2.5,8,Grass, Ragweed,2023/08/27 05:00:00+00
2383,67,Moderate,Ozone 8-hr,10,Grass, Ragweed,2023/08/26 05:00:00+00
2384,80,Moderate,Ozone 8-hr,10,Grass, Ragweed,2023/08/25 05:00:00+00
2385,100,Moderate,Ozone 8-hr,10,Grass, Ragweed,2023/08/24 05:00:00+00
2386,100,Moderate,Ozone 8-hr,10,Grass, Ragweed,2023/08/23 05:00:00+00
2387,115,Unhealthy for Sensitive Groups,Ozone 8-hr,9,Grass, Ragweed,2023/08/22 05:00:00+00
2388,100,Moderate,Ozone 8-hr,9,Grass, Ragweed,2023/08/21 05:00:00+00
2389,55,Moderate,PM2.5,9,Grass, Ragweed,2023/08/20 05:00:00+00
2390,89,Moderate,PM2.5,8,Grass, Ragweed,2023/08/19 05:00:00+00
2391,50,Good,PM2.5,8,Grass, Ragweed,2023/08/18 05:00:00+00
2392,50,Good,PM2.5,7,Grass,Moderate,2023/08/17 05:00:00+00
2393,44,Good,Ozone 8-hr,7,Grass,Moderate,2023/08/16 05:00:00+00
2394,44,Good,Ozone 8-hr,6,Grass,Moderate,2023/08/15 05:00:00+00
2395,51,Moderate,PM2.5,5,Grass,Slight,2023/08/14 05:00:00+00
2396,50,Good,PM2.5,4,Grass,Slight,2023/08/13 05:00:00+00
2397,50,Good,PM2.5,6,Grass,Moderate,2023/08/12 05:00:00+00
2398,44,Good,PM2.5,6,Grass,Moderate,2023/08/11 05:00:00+00
2399,47,Good,PM2.5,0,Grass,Slight,2023/08/10 05:00:00+00
2400,50,Good,PM2.5,4,Grass,Slight,2023/08/09 05:00:00+00
2401,44,Good,Ozone 8-hr,5,Grass,Moderate,2023/08/08 05:00:00+00
2402,48,Good,Ozone 8-hr,6,Grass,Moderate,2023/08/07 05:00:00+00
2403,50,Good,PM2.5,3,Grass,Slight,2023/08/06 05:00:00+00
2404,50,Good,PM2.5,4,Grass,Slight,2023/08/05 05:00:00+00
2405,50,Good,PM2.5,0,Grass,Slight,2023/08/04 05:00:00+00
2406,49,Good,Ozone 8-hr,1,Grass,Slight,2023/08/03 05:00:00+00
2407,51,Moderate,PM2.5,4,Grass,Slight,2023/08/02 05:00:00+00
2408,50,Good,PM2.5,5,Grass,Slight,2023/08/01 05:00:00+00
2409,50,Good,PM2.5,5,Grass,Slight,2023/07/31 05:00:00+00
2410,50,Good,PM2.5,4,Grass,Slight,2023/07/30 05:00:00+00
2411,63,Moderate,PM2.5,5,Grass,Slight,2023/07/29 05:00:00+00
2412,74,Moderate,Ozone 8-hr,5,Grass,Slight,2023/07/28 05:00:00+00
2413,59,Moderate,PM2.5,5,Grass, Ragweed,2023/07/27 05:00:00+00
2414,55,Moderate,PM2.5,4,Grass, Ragweed,2023/07/26 05:00:00+00
2415,67,Moderate,Ozone 8-hr,4,Grass, Ragweed,2023/07/25 05:00:00+00
2416,51,Moderate,PM2.5,4,Grass, Ragweed,2023/07/24 05:00:00+00
2417,51,Moderate,PM2.5,3,Grass, Ragweed,2023/07/23 05:00:00+00
